id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927963,english for science and technology communication,6844,198.0,30.0,13.0,155.0,0.6725873151061265,53,7,Satisfied
C_927967,employee relationship management-relationship thinking and interpersonal skills,5342,83.0,31.0,4.0,48.0,NaN,36,7,NaN
C_927967,employee relationship management-relationship thinking and interpersonal skills,5342,83.0,31.0,4.0,48.0,NaN,36,7,NaN
C_927967,employee relationship management-relationship thinking and interpersonal skills,5342,83.0,31.0,4.0,48.0,NaN,36,7,NaN
C_927967,employee relationship management-relationship thinking and interpersonal skills,5342,83.0,31.0,4.0,48.0,NaN,36,7,NaN
C_1718815,personality and mental disorders - learn to be your own psychiatrist,6909,88.0,13.0,17.0,58.0,0.7369382362535831,118,9,Very dissatisfied
C_1718815,personality and mental disorders - learn to be your own psychiatrist,6909,88.0,13.0,17.0,58.0,0.7369382362535831,118,9,Very dissatisfied
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_1645365,advanced health assessment,2591,1.0,0.0,0.0,1.0,0.6970779220779222,55,2,Neutral
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_907940,managerial epidemiology,5210,3.0,2.0,0.0,1.0,NaN,67,5,NaN
C_676695,research ethics and academic standards,6949,187.0,17.0,33.0,137.0,NaN,57,4,NaN
C_676695,research ethics and academic standards,6949,187.0,17.0,33.0,137.0,NaN,57,4,NaN
C_676695,research ethics and academic standards,6949,187.0,17.0,33.0,137.0,NaN,57,4,NaN
C_676695,research ethics and academic standards,6949,187.0,17.0,33.0,137.0,NaN,57,4,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_707031,how to write a good scientific research paper,29351,321.0,173.0,17.0,131.0,NaN,31,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_697236,information literacy - a required course for academic research,15003,952.0,132.0,32.0,788.0,NaN,124,1,NaN
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_854832,postgraduate academic and professional quality lectures,3048,18.0,0.0,8.0,10.0,0.5962783670230478,34,1,Dissatisfied
C_697293,english scientific paper writing and academic reports,12113,137.0,48.0,4.0,85.0,NaN,56,1,NaN
C_697293,english scientific paper writing and academic reports,12113,137.0,48.0,4.0,85.0,NaN,56,1,NaN
C_697293,english scientific paper writing and academic reports,12113,137.0,48.0,4.0,85.0,NaN,56,1,NaN
C_697293,english scientific paper writing and academic reports,12113,137.0,48.0,4.0,85.0,NaN,56,1,NaN
C_1767316,financial english,9621,4.0,1.0,1.0,2.0,0.8809523809523809,48,7,Very dissatisfied
C_1767316,financial english,9621,4.0,1.0,1.0,2.0,0.8809523809523809,48,7,Very dissatisfied
C_1776761,brain science and new imaging technologies,1355,1.0,0.0,0.0,1.0,0.8791666666666667,49,NaN,NaN
C_1776760,modern design approach,1075,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN
C_1767521,organizational behavior,3863,13.0,2.0,0.0,11.0,0.7897984905475066,34,NaN,NaN
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1784414,optimal control theory,471,2.0,0.0,1.0,1.0,0.6562881562881563,66,7,Dissatisfied
C_1792323,road traffic accident handling,500,4.0,2.0,1.0,1.0,0.6819719541918183,73,NaN,NaN
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1800063,theory and practice of socialism with chinese characteristics,3532,4.0,0.0,2.0,2.0,0.5516823495865412,68,5,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_1846545,calculation method,2668,1.0,0.0,0.0,1.0,0.5,72,9,Dissatisfied
C_697212,object-oriented analysis and design,150,2.0,1.0,0.0,1.0,NaN,50,7,NaN
C_697212,object-oriented analysis and design,150,2.0,1.0,0.0,1.0,NaN,50,7,NaN
C_697212,object-oriented analysis and design,150,2.0,1.0,0.0,1.0,NaN,50,7,NaN
C_697212,object-oriented analysis and design,150,2.0,1.0,0.0,1.0,NaN,50,7,NaN
C_1891384,research on the theory and practice of socialism with chinese characteristics,335,1.0,0.0,0.0,1.0,0.164,61,NaN,NaN
C_1896473,engineering ethics,147,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN
C_1896509,modern digital signal processing,159,NaN,NaN,NaN,NaN,NaN,31,NaN,NaN
C_1898449,big data management and mining,72,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN
C_1903963,business ethics and accounting professional ethics,36,NaN,NaN,NaN,NaN,NaN,14,11,NaN
C_1903963,business ethics and accounting professional ethics,36,NaN,NaN,NaN,NaN,NaN,14,11,NaN
C_1910385,"""fighting the epidemic"" special online public welfare lecture - china agricultural university",1,NaN,NaN,NaN,NaN,NaN,2,7,NaN
C_1910427,"""doctor of engineering"" special online public welfare lecture - south china university of technology",2,NaN,NaN,NaN,NaN,NaN,1,6,NaN
C_1910455,"""fighting the epidemic"" special online public welfare lecture - qingdao university of science and technology",1,NaN,NaN,NaN,NaN,NaN,9,NaN,NaN
C_1910386,"""doctor of engineering"" special online public welfare lecture - harbin institute of technology",1,NaN,NaN,NaN,NaN,NaN,1,5,NaN
C_1910435,"""engineering doctorate"" special online public welfare lecture - tsinghua university",1,NaN,NaN,NaN,NaN,NaN,1,1,NaN
C_1910439,"""engineering doctor"" special online public welfare lecture - xi'an university of electronic science and technology",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910395,"""doctor of engineering"" special online public welfare lecture - national university of defense technology",1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_1910445,"""doctor of engineering"" special online public welfare lecture—central south university",1,NaN,NaN,NaN,NaN,NaN,1,5,NaN
C_1910405,"""engineering doctor"" special online public welfare lecture - university of electronic science and technology of china",1,NaN,NaN,NaN,NaN,NaN,1,7,NaN
C_1910444,"""engineering doctor"" special online public welfare lecture - china university of petroleum (beijing)",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910437,"""doctor of engineering"" special online public welfare lecture - huazhong university of science and technology",1,NaN,NaN,NaN,NaN,NaN,1,4,NaN
C_1910433,"""doctor of engineering"" special online public welfare lecture - nanjing university of aeronautics and astronautics",1,NaN,NaN,NaN,NaN,NaN,1,11,NaN
C_1910431,"""doctor of engineering"" special online public welfare lecture - tongji university",1,NaN,NaN,NaN,NaN,NaN,7,5,NaN
C_1910414,"""fighting the epidemic"" special online public welfare lecture - anhui university of science and technology",2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910474,"""fighting the epidemic"" special online public welfare lecture - qingdao university",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910464,"""fighting the epidemic"" special online public welfare lecture - qingdao university of science and technology",1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_1910391,"""fighting the epidemic"" special online public welfare lecture——jiangsu normal university",1,NaN,NaN,NaN,NaN,NaN,3,7,NaN
C_1910391,"""fighting the epidemic"" special online public welfare lecture——jiangsu normal university",1,NaN,NaN,NaN,NaN,NaN,3,7,NaN
C_1910391,"""fighting the epidemic"" special online public welfare lecture——jiangsu normal university",1,NaN,NaN,NaN,NaN,NaN,3,7,NaN
C_1910390,"""fighting the epidemic"" special online public welfare lecture - east china university of science and technology",1,NaN,NaN,NaN,NaN,NaN,1,7,NaN
C_1910392,"""fighting the epidemic"" special online public welfare lecture - hohai university",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910470,"""fighting the epidemic"" special online public welfare lecture——nankai university",1,NaN,NaN,NaN,NaN,NaN,1,4,NaN
C_1910477,"""tutor forum"" special online public welfare lecture——fuzhou university",1,NaN,NaN,NaN,NaN,NaN,2,9,NaN
C_1910477,"""tutor forum"" special online public welfare lecture——fuzhou university",1,NaN,NaN,NaN,NaN,NaN,2,9,NaN
C_1910408,"""fighting the epidemic"" special online public welfare lecture——fuzhou university",1,NaN,NaN,NaN,NaN,NaN,1,9,NaN
C_1910412,"""fighting the epidemic"" special online public welfare lecture - university of electronic science and technology of china",1,NaN,NaN,NaN,NaN,NaN,4,7,NaN
C_1910412,"""fighting the epidemic"" special online public welfare lecture - university of electronic science and technology of china",1,NaN,NaN,NaN,NaN,NaN,4,7,NaN
C_1910412,"""fighting the epidemic"" special online public welfare lecture - university of electronic science and technology of china",1,NaN,NaN,NaN,NaN,NaN,4,7,NaN
C_1910463,"""fighting the epidemic"" special online public welfare lecture - shandong normal university",1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_1910460,"""fighting the epidemic"" special online public welfare lecture—capital medical university",1,NaN,NaN,NaN,NaN,NaN,2,9,NaN
C_1910407,"""fighting the epidemic"" special online public welfare lecture - zhengzhou university",1,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN
C_1910411,"""fighting the epidemic"" special online public welfare lecture—zhejiang university of technology",1,NaN,NaN,NaN,NaN,NaN,1,11,NaN
C_1910416,"""fighting the epidemic"" special online public welfare lecture - changchun university of science and technology",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910456,"""fighting the epidemic"" special online public welfare lecture——tianjin university",1,NaN,NaN,NaN,NaN,NaN,2,6,NaN
C_1910456,"""fighting the epidemic"" special online public welfare lecture——tianjin university",1,NaN,NaN,NaN,NaN,NaN,2,6,NaN
C_1910418,"""fighting the epidemic"" special online public welfare lecture - chang'an university",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910420,"""fighting the epidemic"" special online public welfare lecture - southwest petroleum university",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_1910423,"""fighting the epidemic"" special online public welfare lecture - southwest forestry university",1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910426,"""fighting the epidemic"" special online public welfare lecture - northwest university",1,NaN,NaN,NaN,NaN,NaN,8,1,NaN
C_1910428,"""fighting the epidemic"" special online public welfare lecture - xi'an university of posts and telecommunications",1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_1910450,"""fighting the epidemic"" special online public welfare lecture - xi'an university of electronic science and technology",1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
